YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR,PS,WS50M,WD50M
2022,12,17,15,9.83,71.69,0,99.15,5.01,175.62
2022,12,17,16,9.83,85.56,0,99.14,4.35,168.71
2022,12,17,17,9.28,92.62,0,99.16,4.27,163.52
2022,12,17,18,9.34,97.62,0,99.19,4.21,160.25
2022,12,17,19,9.4,100,0,99.22,4.12,157.71
2022,12,17,20,9.46,100,0,99.25,4.01,155.98
2022,12,17,21,9.46,100,0,99.28,3.88,154.21
2022,12,17,22,9.46,100,0,99.32,3.75,152.58
2022,12,17,23,9.4,100,0,99.33,3.67,149.45
2022,12,18,0,9.22,100,0,99.33,3.58,145.03
2022,12,18,1,9.09,100,0,99.34,3.51,138.79
2022,12,18,2,8.91,100,0,99.37,3.49,130.36
2022,12,18,3,8.73,100,0,99.38,3.57,121.85
2022,12,18,4,8.48,100,0,99.38,3.79,114.08
2022,12,18,5,8.24,100,0,99.41,3.97,110.36
2022,12,18,6,8.06,100,0,99.44,4.12,108.57
2022,12,18,7,7.81,100,0,99.47,4.29,106.52
2022,12,18,8,8.12,89.75,0,99.49,4.27,104.29
2022,12,18,9,8.18,77.69,0,99.5,3.47,103.66
2022,12,18,10,8.42,68.69,0,99.47,2.48,112.37
2022,12,18,11,8.36,58.38,0,99.42,1.19,139.52
2022,12,18,12,8.42,55.12,0,99.37,0.71,220.53
2022,12,18,13,8.54,54.69,0,99.34,1.37,261.13
2022,12,18,14,8.85,57.25,0,99.35,2.02,272.22
2022,12,18,15,9.4,65,0,99.37,2.43,280.73
2022,12,18,16,9.52,78.06,0,99.4,2.65,290.14
2022,12,18,17,8.73,76.81,0,99.43,2.19,307.89
2022,12,18,18,8.85,80.94,0,99.45,1.72,343.88
2022,12,18,19,8.85,84.12,0,99.44,1.88,22.73
2022,12,18,20,8.67,87.06,0,99.41,2.32,46.36
2022,12,18,21,8.42,89.44,0,99.39,2.71,57.96
2022,12,18,22,8.18,91.06,0,99.37,2.99,60.22
2022,12,18,23,7.93,92.44,0,99.34,3.13,52.19
2022,12,19,0,7.81,95.44,0,99.32,3.42,42.41
2022,12,19,1,7.69,98.81,0,99.32,3.75,37.2
2022,12,19,2,7.57,100,0,99.34,4.16,31.72
2022,12,19,3,7.51,100,0,99.33,4.84,26.28
2022,12,19,4,7.32,100,0,99.34,5.46,24.69
2022,12,19,5,7.14,100,0,99.35,6.07,27.09
2022,12,19,6,6.9,100,0,99.38,6.44,29.43
2022,12,19,7,6.65,99.69,0,99.41,6.59,29.85
2022,12,19,8,6.65,90.5,0,99.42,6.85,32.01
2022,12,19,9,6.65,80.75,0,99.43,7.55,35.83
2022,12,19,10,6.77,72.44,0,99.43,8.01,37.55
2022,12,19,11,6.96,66.06,0,99.39,7.75,34.49
2022,12,19,12,7.02,62.25,0,99.33,7.44,28.42
2022,12,19,13,6.96,60,0,99.31,7.59,22.45
2022,12,19,14,6.65,59.12,0,99.31,8.24,18.45
2022,12,19,15,6.29,60.38,0,99.32,8.75,16.82
2022,12,19,16,5.92,67.19,0,99.34,8.66,13.94
2022,12,19,17,5.49,72.62,0,99.36,8.98,15.03
2022,12,19,18,5.19,73.62,0,99.39,9.12,19.1
2022,12,19,19,4.88,74.44,0,99.41,9.33,23.13
2022,12,19,20,4.64,75.19,0,99.42,9.52,26.25
2022,12,19,21,4.46,75.94,0,99.41,9.51,28.92
2022,12,19,22,4.33,76.44,0,99.39,9.45,30.44
2022,12,19,23,4.21,75.75,0,99.37,9.57,31.32
2022,12,20,0,4.15,75.69,0,99.36,9.56,29.69
2022,12,20,1,4.03,76.56,0,99.36,9.53,27.32
2022,12,20,2,3.97,77.62,0,99.35,9.53,25.77
2022,12,20,3,3.85,76.38,0,99.32,10.14,28.44
2022,12,20,4,3.78,76.38,0,99.29,10.08,28.71
2022,12,20,5,3.72,77.5,0,99.26,10.05,29.79
2022,12,20,6,3.66,79.25,0,99.26,10.01,31.75
2022,12,20,7,3.6,80.56,0,99.24,9.99,33.55
2022,12,20,8,3.66,76.12,0,99.23,9.95,36.6
2022,12,20,9,3.72,66.44,0,99.2,10.8,43.94
2022,12,20,10,3.85,58.25,0,99.16,10.76,47.3
2022,12,20,11,4.03,52.81,0,99.09,10.27,45.4
2022,12,20,12,4.21,49.38,0,99.01,9.72,41.48
2022,12,20,13,4.33,47.06,0,98.96,9.34,38.99
2022,12,20,14,4.33,46,0,98.93,9,37.35
2022,12,20,15,4.33,47.88,0,98.93,8.35,33.51
2022,12,20,16,4.39,58.69,0,98.95,8.4,30.02
2022,12,20,17,4.09,64.56,0,98.97,8.84,30.6
2022,12,20,18,3.91,64.38,0,99,8.94,32.87
2022,12,20,19,3.72,65.38,0,99.01,9.01,36.43
2022,12,20,20,3.6,68,0,99.01,8.5,35.84
2022,12,20,21,3.54,71.12,0,99.01,8.26,33.54
2022,12,20,22,3.42,72.69,0,99,8.29,34.63
2022,12,20,23,3.3,73.5,0,98.97,8.33,39.18
2022,12,21,0,3.23,75.06,0,98.93,8.16,43.64
2022,12,21,1,3.11,75.81,0,98.92,8.1,46.92
2022,12,21,2,2.99,75.81,0,98.91,8.08,48.8
2022,12,21,3,2.87,75.88,0,98.88,8.07,49.4
2022,12,21,4,2.81,75.25,0,98.86,8.11,49.81
2022,12,21,5,2.81,74.25,0,98.85,8.28,50.28
2022,12,21,6,2.75,73.81,0,98.87,8.51,51.23
2022,12,21,7,2.75,72.12,0,98.88,8.68,52.9
2022,12,21,8,2.81,64.31,0,98.89,7.81,53.21
2022,12,21,9,3.11,57.44,0,98.88,6.63,50.83
2022,12,21,10,3.17,46.62,0,98.85,7.41,59.11
2022,12,21,11,3.23,39.56,0,98.79,7.76,62.66
2022,12,21,12,3.36,37.69,0,98.73,7.16,59.38
2022,12,21,13,3.54,37.69,0,98.71,6.5,54.09
2022,12,21,14,3.66,39.19,0,98.71,6.01,48.06
2022,12,21,15,4.27,48.5,0,98.71,5.04,35.98
2022,12,21,16,4.7,67.5,0,98.7,4.69,16.65
2022,12,21,17,4.21,70.62,0,98.7,5,12.91
2022,12,21,18,4.09,71.75,0,98.71,5.02,17.28
2022,12,21,19,3.91,71.75,0,98.72,4.71,24.7
2022,12,21,20,3.78,71,0,98.71,4.25,36.32
2022,12,21,21,3.72,70.5,0,98.7,3.97,51.31
2022,12,21,22,3.66,71.12,0,98.7,3.89,66.21
2022,12,21,23,3.66,73.44,0,98.71,4.01,80.81
2022,12,22,0,3.66,76.81,0,98.7,4.3,91.56
2022,12,22,1,3.66,79.56,0,98.7,4.53,97.82
2022,12,22,2,3.72,81.31,0,98.72,4.59,100.1
2022,12,22,3,3.72,82.88,0,98.72,4.5,99.28
2022,12,22,4,3.85,84.62,0,98.72,4.4,97.14
2022,12,22,5,3.97,87.38,0,98.72,4.24,96.77
2022,12,22,6,4.21,90.12,0,98.75,4,99.22
2022,12,22,7,4.52,92.94,0,98.79,3.83,102
2022,12,22,8,5.13,87.25,0,98.81,3.68,104.74
2022,12,22,9,5.49,75.56,0,98.83,3,110.89
2022,12,22,10,5.86,66.69,0,98.84,3.18,145.8
2022,12,22,11,6.29,61.94,0,98.8,4.05,167.63
2022,12,22,12,6.35,58.94,0,98.73,4.27,179.16
2022,12,22,13,6.35,57.31,0,98.67,4.27,190.65
2022,12,22,14,6.35,57.69,0,98.64,4.11,201.98
2022,12,22,15,6.77,65.56,0,98.62,3.62,217.29
2022,12,22,16,6.59,76.25,0,98.63,3.13,238.18
2022,12,22,17,5.98,74.31,0,98.64,2.58,256.34
2022,12,22,18,5.92,75.31,0,98.67,1.95,273.91
2022,12,22,19,5.92,76.12,0,98.68,1.31,294.73
2022,12,22,20,5.92,77,0,98.68,0.77,333.96
2022,12,22,21,5.92,79.44,0,98.67,0.73,34.03
2022,12,22,22,5.92,83.56,0,98.66,1,67.45
2022,12,22,23,5.92,86.44,0,98.65,1.04,80.47
2022,12,23,0,5.92,87.94,0,98.63,0.83,85.15
2022,12,23,1,5.92,89.62,0,98.62,0.65,82.36
2022,12,23,2,5.92,91.62,0,98.62,0.57,77.3
2022,12,23,3,5.92,93.62,0,98.59,0.64,76.64
2022,12,23,4,5.92,95.88,0,98.57,0.91,81.59
2022,12,23,5,5.86,97.69,0,98.57,1.56,88.56
2022,12,23,6,5.86,100,0,98.59,2.31,92.72
2022,12,23,7,5.8,100,0,98.6,2.72,95.11
2022,12,23,8,5.92,94.69,0,98.62,2.76,96.34
2022,12,23,9,6.04,87.06,0,98.63,2.33,96.36
2022,12,23,10,6.16,79.56,0,98.63,1.46,113.68
2022,12,23,11,6.35,72.69,0,98.59,1.24,170.6
2022,12,23,12,6.41,69.06,0,98.53,1.68,203.94
2022,12,23,13,6.53,67.94,0,98.5,2.12,219.91
2022,12,23,14,6.59,68,0,98.48,2.35,227.97
2022,12,23,15,6.77,72.38,0,98.48,2.23,235.58
2022,12,23,16,6.77,81.19,0,98.48,1.88,245.24
2022,12,23,17,6.41,80.38,0,98.49,1.49,250.43
2022,12,23,18,6.41,81.06,0,98.51,1.13,253.07
2022,12,23,19,6.41,81.62,0,98.53,0.75,250.43
2022,12,23,20,6.41,81.81,0,98.54,0.5,243.03
2022,12,23,21,6.29,81.5,0,98.56,0.38,235.98
2022,12,23,22,6.23,80.94,0,98.58,0.22,207.47
2022,12,23,23,6.23,81.12,0,98.58,0.18,244.54
2022,12,24,0,6.16,82.31,0,98.57,0.63,303.29
2022,12,24,1,6.1,83.94,0,98.57,1.01,317.82
2022,12,24,2,6.04,84.19,0,98.56,1.01,325.7
2022,12,24,3,5.98,84.69,0,98.52,0.99,327.56
2022,12,24,4,5.92,85.62,0,98.51,1.33,333.58
2022,12,24,5,5.92,89,0,98.54,1.7,354.45
2022,12,24,6,5.98,92,0,98.57,1.98,20.79
2022,12,24,7,5.92,93.69,0,98.59,2.26,44.58
2022,12,24,8,6.04,92.25,0,98.62,2.35,60.37
2022,12,24,9,6.1,85.38,0,98.65,2.08,63.72
2022,12,24,10,5.8,69.81,0,98.64,1.78,45.53
2022,12,24,11,5.68,60.25,0,98.59,1.6,36.87
2022,12,24,12,5.55,55.88,0,98.53,1.45,18.53
2022,12,24,13,5.49,53.5,0,98.49,1.96,346.63
2022,12,24,14,5.49,53.62,0,98.5,2.91,335.71
2022,12,24,15,5.74,58.81,0,98.5,3.25,338.86
2022,12,24,16,5.98,74.44,0,98.51,3.29,342.9
2022,12,24,17,5.43,75.06,0,98.53,3.16,348.16
2022,12,24,18,5.37,76.5,0,98.57,2.97,355.93
2022,12,24,19,5.31,78.06,0,98.6,2.73,6.23
2022,12,24,20,5.31,80.12,0,98.62,2.53,16.87
2022,12,24,21,5.31,82.56,0,98.63,2.45,29.18
2022,12,24,22,5.31,85.31,0,98.65,2.5,38.16
2022,12,24,23,5.25,87.06,0,98.66,2.68,42.52
2022,12,25,0,5.19,87.5,0,98.67,2.88,45.66
2022,12,25,1,5.13,88,0,98.69,3.16,46.4
2022,12,25,2,5.13,88.25,0,98.71,3.45,46.29
2022,12,25,3,5.07,88.31,0,98.72,3.71,42.87
2022,12,25,4,5.07,88.62,0,98.75,4.05,41.87
2022,12,25,5,5.07,88.75,0,98.78,4.2,47.04
2022,12,25,6,5.07,88.94,0,98.81,4.24,52.26
2022,12,25,7,4.94,90.81,0,98.84,4.21,49.36
2022,12,25,8,5.31,81.69,0,98.89,4.02,46.18
2022,12,25,9,5.43,69.88,0,98.92,3.57,35.57
2022,12,25,10,5.86,63,0,98.94,4.91,16.27
2022,12,25,11,5.98,59.75,0,98.93,5.51,8.65
2022,12,25,12,6.04,58.69,0,98.91,5.9,5.63
2022,12,25,13,6.1,58.25,0,98.92,6.34,3.74
2022,12,25,14,6.04,58.5,0,98.95,6.68,2.82
2022,12,25,15,6.04,61.19,0,98.98,6.73,2.53
2022,12,25,16,6.1,74,0,99.04,6.77,2.65
2022,12,25,17,5.74,81.69,0,99.09,7.11,5.74
2022,12,25,18,5.55,83.19,0,99.15,7.06,10.65
2022,12,25,19,5.37,85.31,0,99.2,6.57,14.19
2022,12,25,20,5.25,87.69,0,99.21,6.09,16.02
2022,12,25,21,5.19,90.75,0,99.24,6.01,17.78
2022,12,25,22,5.19,94.5,0,99.28,5.81,19.87
2022,12,25,23,5.19,98.5,0,99.31,5.38,21.2
2022,12,26,0,5.19,100,0,99.32,5.05,22.64
2022,12,26,1,5.13,100,0,99.36,4.95,24.05
2022,12,26,2,5.13,100,0,99.41,4.95,26.65
2022,12,26,3,5.13,100,0,99.44,4.77,28.92
2022,12,26,4,5.07,100,0,99.46,4.52,30.51
2022,12,26,5,5.07,100,0,99.49,4.51,32.75
2022,12,26,6,5,100,0,99.53,4.62,35.49
2022,12,26,7,4.94,100,0,99.59,4.85,38.66
2022,12,26,8,5,94.31,0,99.65,4.87,41.36
2022,12,26,9,5.13,81.94,0,99.71,4.66,40.72
2022,12,26,10,5.07,69.31,0,99.75,4.82,36.7
2022,12,26,11,4.58,53.56,0,99.73,5.04,30.9
2022,12,26,12,4.27,46.44,0,99.67,4.77,24.47
2022,12,26,13,4.15,43.56,0,99.64,4.59,17.45
2022,12,26,14,4.15,43.06,0,99.64,4.56,12.37
2022,12,26,15,4.52,50.12,0,99.64,4.27,7.77
2022,12,26,16,4.82,66.31,0,99.63,3.92,1.49
2022,12,26,17,4.27,67.25,0,99.64,4.05,0
2022,12,26,18,4.21,70.19,0,99.67,4.31,3.85
2022,12,26,19,4.09,72.25,0,99.7,4.45,10.32
2022,12,26,20,3.97,73.62,0,99.7,4.45,18.43
2022,12,26,21,3.91,74.38,0,99.7,4.32,27.49
2022,12,26,22,3.78,74.94,0,99.7,4.15,37.04
2022,12,26,23,3.72,74.94,0,99.67,4,47.06
2022,12,27,0,3.6,74.38,0,99.64,3.89,55.38
2022,12,27,1,3.54,74,0,99.62,3.85,61.15
2022,12,27,2,3.48,73.81,0,99.61,3.87,65.81
2022,12,27,3,3.36,73.81,0,99.58,3.92,70.7
2022,12,27,4,3.3,73.81,0,99.54,4.02,75.48
2022,12,27,5,3.23,74.12,0,99.52,4.18,80.96
2022,12,27,6,3.17,74.19,0,99.54,4.27,85.06
2022,12,27,7,3.23,73.94,0,99.54,4.25,86.84
2022,12,27,8,3.85,70.88,0,99.55,4.09,88.47
2022,12,27,9,3.6,53.56,0,99.57,3.24,89.45
2022,12,27,10,3.91,48.75,0,99.57,2.2,91.02
2022,12,27,11,3.78,39.19,0,99.52,0.89,114.32
2022,12,27,12,3.48,31.12,0,99.45,0.6,213.9
2022,12,27,13,3.6,30.12,0,99.4,1.14,247.11
2022,12,27,14,3.85,32.31,0,99.38,1.57,261.15
2022,12,27,15,4.94,45.38,0,99.39,1.93,273.95
2022,12,27,16,4.58,50.31,0,99.39,2.2,288.82
2022,12,27,17,3.97,48.38,0,99.41,2,299.97
2022,12,27,18,3.85,47.88,0,99.44,1.46,311.53
2022,12,27,19,3.85,47.44,0,99.46,0.89,337.73
2022,12,27,20,3.85,49.62,0,99.48,0.74,35.54
2022,12,27,21,3.85,53.12,0,99.5,1.16,77.18
2022,12,27,22,3.91,57.19,0,99.5,1.78,95.79
2022,12,27,23,3.91,62.19,0,99.5,2.48,104.04
2022,12,28,0,3.91,65.56,0,99.49,2.95,106.13
2022,12,28,1,3.97,69.5,0,99.49,3.24,105.24
2022,12,28,2,4.09,74.31,0,99.49,3.46,102.78
2022,12,28,3,4.21,79.69,0,99.48,3.62,100.32
2022,12,28,4,4.46,85.88,0,99.47,3.78,99.27
2022,12,28,5,4.7,93.81,0,99.48,3.97,99.3
2022,12,28,6,4.94,100,0,99.5,4.13,98.8
2022,12,28,7,5.13,100,0,99.53,4.25,97.07
2022,12,28,8,5.55,94,0,99.55,4.17,94.83
2022,12,28,9,5.74,81.44,0,99.57,3.35,91.47
2022,12,28,10,6.04,72,0,99.56,2.88,88.6
2022,12,28,11,5.68,55.12,0,99.5,2.43,93.88
2022,12,28,12,5.13,44.06,0,99.44,1.65,94.07
2022,12,28,13,5,41.38,0,99.37,0.95,78.14
2022,12,28,14,5.07,41.69,0,99.33,0.58,28.3
2022,12,28,15,5.86,51.25,0,99.31,1.08,334.36
2022,12,28,16,5.55,58.12,0,99.31,2.09,321.07
2022,12,28,17,4.94,57.62,0,99.33,2.49,329.9
2022,12,28,18,4.88,59.94,0,99.36,2.47,345.7
2022,12,28,19,4.82,61.06,0,99.39,2.26,2.77
2022,12,28,20,4.76,62.62,0,99.41,1.99,22.64
2022,12,28,21,4.76,62.94,0,99.44,1.84,48.95
2022,12,28,22,4.76,66,0,99.46,1.98,73.99
2022,12,28,23,4.76,69.06,0,99.48,2.21,95.49
2022,12,29,0,4.7,72.25,0,99.46,2.45,109.59
2022,12,29,1,4.64,73.88,0,99.45,2.57,115.16
2022,12,29,2,4.64,75.56,0,99.47,2.58,116.25
2022,12,29,3,4.58,77,0,99.46,2.57,114
2022,12,29,4,4.52,78.38,0,99.44,2.62,109.9
2022,12,29,5,4.46,79.62,0,99.46,2.62,103.62
2022,12,29,6,4.46,81.31,0,99.49,2.71,97.94
2022,12,29,7,4.46,82.69,0,99.51,2.88,95.45
2022,12,29,8,4.94,80.25,0,99.53,2.96,95.61
2022,12,29,9,4.94,65.38,0,99.56,2.25,95.77
2022,12,29,10,5.13,57.88,0,99.58,1.08,89.17
2022,12,29,11,5,46.06,0,99.56,0.33,74.98
2022,12,29,12,5.07,42.94,0,99.52,0.3,263.99
2022,12,29,13,5.13,42.56,0,99.49,0.9,271.99
2022,12,29,14,5.25,44.31,0,99.47,1.43,275.96
2022,12,29,15,5.86,52.56,0,99.49,2,281.49
2022,12,29,16,5.92,64.88,0,99.5,2.69,289.54
2022,12,29,17,5.25,63.44,0,99.52,2.71,302.41
2022,12,29,18,5.19,65.62,0,99.56,2.41,322.91
2022,12,29,19,5.19,67.5,0,99.58,2.15,347.83
2022,12,29,20,5.13,70.06,0,99.59,1.98,15.79
2022,12,29,21,5.13,73.12,0,99.58,1.96,42.74
2022,12,29,22,5.07,75.69,0,99.58,2.11,64.76
2022,12,29,23,4.94,77,0,99.58,2.24,76.89
2022,12,30,0,4.82,76.81,0,99.56,2.21,84.33
2022,12,30,1,4.76,76.19,0,99.57,2.12,89.58
2022,12,30,2,4.7,74.25,0,99.6,1.95,91.83
2022,12,30,3,4.58,73.88,0,99.61,1.85,91.21
2022,12,30,4,4.52,74.81,0,99.62,1.94,89.77
2022,12,30,5,4.46,78.06,0,99.64,2.21,94.06
2022,12,30,6,4.46,79.56,0.01,99.69,2.54,100.27
2022,12,30,7,4.39,80.81,0,99.73,2.84,105.34
2022,12,30,8,5,79.44,0,99.75,3.04,109.69
2022,12,30,9,4.94,65,0,99.78,2.51,114.41
2022,12,30,10,5.43,58.81,0,99.78,1.66,152.83
2022,12,30,11,5.86,55.38,0,99.75,2.14,188.4
2022,12,30,12,6.04,54.06,0,99.69,2.45,206.73
2022,12,30,13,6.23,54.19,0,99.65,2.74,222.46
2022,12,30,14,6.41,56.62,0.01,99.64,2.91,234.73
2022,12,30,15,6.84,64.12,0.01,99.66,2.84,247.17
2022,12,30,16,6.9,77,0.01,99.68,2.6,262.06
2022,12,30,17,6.47,77.62,0.01,99.72,2.03,269.78
2022,12,30,18,6.59,78.5,0.01,99.76,1.28,268.95
2022,12,30,19,6.71,79.5,0.01,99.79,0.62,254.55
2022,12,30,20,6.71,81.5,0.02,99.8,0.35,196.82
2022,12,30,21,6.77,83.81,0.02,99.82,0.54,143.79
2022,12,30,22,6.77,87.69,0.01,99.83,0.91,122.06
2022,12,30,23,6.71,91.5,0.01,99.81,1.45,116.15
2022,12,31,0,6.59,96.5,0.01,99.79,2.1,115.33
2022,12,31,1,6.47,100,0.01,99.8,2.6,116.41
2022,12,31,2,6.35,100,0.01,99.83,2.88,116.98
2022,12,31,3,6.23,100,0.01,99.82,2.97,116.36
2022,12,31,4,6.16,100,0.01,99.82,3.06,115.71
2022,12,31,5,6.1,100,0.02,99.84,3.07,113.05
2022,12,31,6,6.04,100,0.02,99.87,3.08,107.24
2022,12,31,7,6.04,100,0.02,99.89,3.16,100.67
2022,12,31,8,6.41,97.12,0.01,99.91,3.16,94.12
2022,12,31,9,6.84,87.12,0.02,99.94,2.58,84.79
2022,12,31,10,7.14,75.88,0.03,99.93,1.72,34.63
2022,12,31,11,6.9,65.38,0.02,99.89,2.23,2.41
2022,12,31,12,6.65,60.56,0.01,99.84,2.53,359.29
2022,12,31,13,6.53,59,0.01,99.8,2.73,359.67
2022,12,31,14,6.53,60,0.01,99.8,2.85,0.63
2022,12,31,15,6.96,67.31,0,99.81,2.88,0.62
2022,12,31,16,6.96,78.06,0,99.82,2.93,357.4
2022,12,31,17,6.53,79.62,0,99.84,3.09,0.72
2022,12,31,18,6.47,82.38,0,99.87,3.23,7.5
2022,12,31,19,6.35,85.12,0,99.89,3.37,13.94
2022,12,31,20,6.23,89.56,0,99.89,3.51,20.85
2022,12,31,21,6.16,93.81,0,99.88,3.59,28.74
2022,12,31,22,6.1,97.75,0,99.87,3.68,36.89
2022,12,31,23,6.04,100,0,99.85,3.75,40.1
2023,1,1,0,5.98,100,0,99.84,3.83,39.63
2023,1,1,1,5.86,100,0,99.85,3.95,40.5
2023,1,1,2,5.74,100,0,99.85,4.05,43.28
2023,1,1,3,5.49,100,0,99.85,4.16,46.68
2023,1,1,4,5.19,100,0,99.83,4.3,51.19
2023,1,1,5,4.88,100,0,99.83,4.56,57.24
2023,1,1,6,4.58,100,0,99.84,4.97,62.59
2023,1,1,7,4.39,98.94,0,99.85,5.4,65.29
2023,1,1,8,4.52,82.06,0,99.86,5.25,65.84
2023,1,1,9,4.64,71.31,0,99.88,4.22,62.2
2023,1,1,10,4.82,59.88,0,99.87,4.2,64.58
2023,1,1,11,4.7,47.5,0,99.83,4.29,70.77
2023,1,1,12,4.7,43.69,0,99.78,3.78,64.81
2023,1,1,13,4.7,42.25,0,99.75,3.4,60.08
2023,1,1,14,4.64,42.31,0,99.74,3,57.01
2023,1,1,15,5.31,51.06,0,99.73,2.66,45.36
2023,1,1,16,5.37,63.56,0,99.74,2.94,25.14
2023,1,1,17,4.7,64.31,0,99.78,3.44,22.14
2023,1,1,18,4.64,67.56,0,99.82,3.7,27.97
2023,1,1,19,4.52,69.19,0,99.85,3.67,36.43
2023,1,1,20,4.39,69.94,0,99.88,3.53,46.7
2023,1,1,21,4.33,70.38,0,99.89,3.41,57.44
2023,1,1,22,4.21,70.75,0,99.91,3.34,67.7
2023,1,1,23,4.09,71.44,0,99.89,3.36,75.74
2023,1,2,0,3.97,72.88,0,99.87,3.55,79.73
2023,1,2,1,3.85,75.06,0,99.87,3.92,81.63
2023,1,2,2,3.66,76.69,0,99.87,4.36,83.41
2023,1,2,3,3.54,77.81,0,99.87,4.8,84.68
2023,1,2,4,3.42,78.5,0,99.86,5.18,85.06
2023,1,2,5,3.3,78.94,0,99.86,5.46,85.82
2023,1,2,6,3.23,78.88,0,99.88,5.52,86.68
2023,1,2,7,3.17,78.06,0,99.9,5.4,86.93
2023,1,2,8,3.42,66.25,0,99.9,4.88,86.33
2023,1,2,9,3.36,54.38,0,99.92,3.6,83.15
2023,1,2,10,3.78,50.38,0,99.92,2.52,77.26
2023,1,2,11,3.85,41.12,0,99.87,1.19,64.28
2023,1,2,12,3.91,36.38,0,99.81,0.84,353.07
2023,1,2,13,4.15,36.06,0,99.76,1.43,331.34
2023,1,2,14,4.33,38,0,99.74,1.86,333.33
2023,1,2,15,5.19,49.31,0,99.75,2.23,335.14
2023,1,2,16,4.94,56.81,0,99.75,2.58,336.23
2023,1,2,17,4.21,54.25,0,99.76,2.52,348.76
2023,1,2,18,4.09,55.19,0,99.78,2.38,8.13
2023,1,2,19,3.97,56.38,0,99.79,2.3,27.26
2023,1,2,20,3.85,57.38,0,99.79,2.31,43.9
2023,1,2,21,3.72,57.69,0,99.78,2.32,56.95
2023,1,2,22,3.66,57.69,0,99.77,2.3,65.09
2023,1,2,23,3.54,58.19,0,99.75,2.39,69.73
2023,1,3,0,3.42,58.94,0,99.73,2.56,72.61
2023,1,3,1,3.3,59.5,0,99.71,2.75,73.83
2023,1,3,2,3.17,59.56,0,99.7,2.96,73.91
2023,1,3,3,3.05,60.25,0,99.67,3.17,73.08
2023,1,3,4,2.99,61.69,0,99.65,3.42,72.19
2023,1,3,5,2.87,62.62,0,99.66,3.64,73.94
2023,1,3,6,2.75,62.94,0,99.7,3.81,77.45
2023,1,3,7,2.69,63.06,0,99.72,3.93,80.86
2023,1,3,8,3.42,65.31,0,99.74,3.91,84.27
2023,1,3,9,2.99,45.31,0,99.75,3.2,86.78
2023,1,3,10,3.3,42.44,0,99.74,2.29,88.24
2023,1,3,11,3.42,35.75,0,99.68,1.05,88.29
2023,1,3,12,3.17,27.94,0,99.58,0.53,327.01
2023,1,3,13,3.23,27.56,0,99.51,1.6,312.42
2023,1,3,14,3.48,30.31,0,99.47,2.4,312.63
2023,1,3,15,4.76,45.88,0,99.46,3.11,314.29
2023,1,3,16,4.64,58.12,0,99.46,3.58,319.25
2023,1,3,17,3.97,56.81,0,99.48,3.42,329.1
2023,1,3,18,3.85,58.12,0,99.51,2.96,340.75
2023,1,3,19,3.78,57.62,0,99.53,2.47,353.64
2023,1,3,20,3.66,58.12,0,99.54,2.03,9.75
2023,1,3,21,3.6,59.19,0,99.55,1.78,30.06
2023,1,3,22,3.54,59.62,0,99.55,1.79,50.13
2023,1,3,23,3.42,60.06,0,99.53,1.74,66.19
2023,1,4,0,3.3,60.19,0,99.5,1.66,76.68
2023,1,4,1,3.23,60.88,0,99.46,1.68,80.1
2023,1,4,2,3.17,61.44,0,99.44,1.74,78.08
2023,1,4,3,3.11,62.06,0,99.39,1.82,74.59
2023,1,4,4,3.05,62.81,0,99.36,1.96,71.2
2023,1,4,5,2.99,66.31,0,99.36,2.42,66.17
2023,1,4,6,2.93,67.31,0,99.38,2.93,62.55
2023,1,4,7,2.87,68.31,0,99.38,3.26,60.43
2023,1,4,8,3.48,70.12,0,99.38,3.48,58.2
2023,1,4,9,3.23,52.31,0,99.37,3.1,53.91
2023,1,4,10,3.48,46.5,0,99.35,2.94,41.56
2023,1,4,11,3.36,36.56,0,99.29,3.57,31.95
2023,1,4,12,3.3,33.69,0,99.2,3.74,22.22
2023,1,4,13,3.36,33.38,0,99.15,4.11,16.33
2023,1,4,14,3.48,34.62,0,99.12,4.46,12.94
2023,1,4,15,4.21,45.06,0,99.12,4.4,7.35
2023,1,4,16,4.64,64.12,0,99.12,4.36,0.21
2023,1,4,17,4.27,69,0,99.13,4.7,359.9
2023,1,4,18,4.46,75.06,0,99.13,5.07,3.97
2023,1,4,19,4.7,82,0,99.14,5.36,11.01
2023,1,4,20,4.88,88.81,0,99.13,5.38,19.59
2023,1,4,21,5,95.31,0,99.12,5.39,29.61
2023,1,4,22,5.13,100,0,99.11,5.47,38.44
2023,1,4,23,5.07,100,0,99.09,5.53,45.52
2023,1,5,0,4.94,100,0,99.07,5.57,50.24
2023,1,5,1,4.76,100,0,99.07,5.64,52.48
2023,1,5,2,4.64,100,0,99.07,5.7,52.91
2023,1,5,3,4.58,100,0,99.05,5.7,53.41
2023,1,5,4,4.58,100,0,99.03,5.75,54.73
2023,1,5,5,4.52,100,0,99.02,5.8,55.99
2023,1,5,6,4.46,100,0,99.04,5.84,57.39
2023,1,5,7,4.33,100,0,99.04,5.71,59.33
2023,1,5,8,4.46,85.69,0,99.04,5.01,60.68
2023,1,5,9,4.52,74.56,0,99.05,3.86,57.66
2023,1,5,10,4.88,64.94,0,99.03,3.16,50.41
2023,1,5,11,5,53.19,0,98.97,3.05,42.4
2023,1,5,12,5.07,47,0,98.89,2.85,24.46
2023,1,5,13,5.19,45.75,0,98.84,2.79,8.54
